arrangement_id,event_id,arrangement_xid,event_xid,arrangement_name,event_name,category,start_at,end_at,location_name,description
124494,335735,,,"Student Recital - Open",,"Student Recital","2026-04-28 19:30:00","2026-04-28 20:30:00","Ganz Hall | 430 S. Michigan Ave, 7th floor, Chicago, IL 60605",
124494,335623,,,"Student Recital - Open",,"Student Recital","2026-04-29 19:30:00","2026-04-29 20:30:00","Gage Gallery | Auditorium Building, room 178",
124494,335625,,,"Student Recital - Open",,"Student Recital","2026-04-30 19:30:00","2026-04-30 20:30:00","Gage Gallery | Auditorium Building, room 178",
116904,310717,,,"Vocal Ensemble",,"CCPA Performance-Music","2026-04-30 19:30:00","2026-04-30 21:00:00","Ganz Hall | 430 S. Michigan Ave, 7th floor, Chicago, IL 60605",
124494,335627,,,"Student Recital - Open",,"Student Recital","2026-05-01 19:30:00","2026-05-01 20:30:00","Gage Gallery | Auditorium Building, room 178",
115261,305231,,,"Hit the Wall",,"CCPA Performance-Theatre","2026-05-01 19:30:00","2026-05-01 21:30:00","O'Malley Theatre | Auditorium Building, room 773",
124494,336076,,,"Student Recital - Open",,"Student Recital","2026-05-02 12:00:00","2026-05-02 13:00:00","Ganz Hall | 430 S. Michigan Ave, 7th floor, Chicago, IL 60605",
116946,310914,,,"CCPA JazzFest",,"CCPA Performance-Interdisciplinary","2026-05-02 12:00:00","2026-05-02 16:00:00","Gage Gallery | Auditorium Building, room 178",
124494,336148,,,"Student Recital - Open",,"Student Recital","2026-05-02 14:30:00","2026-05-02 15:30:00","Ganz Hall | 430 S. Michigan Ave, 7th floor, Chicago, IL 60605",
124494,335932,,,"Student Recital - Open",,"Student Recital","2026-05-02 17:00:00","2026-05-02 18:00:00","Ganz Hall | 430 S. Michigan Ave, 7th floor, Chicago, IL 60605",
124494,335629,,,"Student Recital - Open",,"Student Recital","2026-05-02 19:30:00","2026-05-02 20:30:00","Gage Gallery | Auditorium Building, room 178",
124494,335737,,,"Student Recital - Open",,"Student Recital","2026-05-02 19:30:00","2026-05-02 20:30:00","Ganz Hall | 430 S. Michigan Ave, 7th floor, Chicago, IL 60605",
115261,305234,,,"Hit the Wall",,"CCPA Performance-Theatre","2026-05-02 19:30:00","2026-05-02 21:30:00","O'Malley Theatre | Auditorium Building, room 773",
124494,336078,,,"Student Recital - Open",,"Student Recital","2026-05-03 12:00:00","2026-05-03 13:00:00","Gage Gallery | Auditorium Building, room 178",
124494,336080,,,"Student Recital - Open",,"Student Recital","2026-05-03 12:00:00","2026-05-03 13:00:00","Ganz Hall | 430 S. Michigan Ave, 7th floor, Chicago, IL 60605",
115261,305237,,,"Hit the Wall",,"CCPA Performance-Theatre","2026-05-03 14:00:00","2026-05-03 16:00:00","O'Malley Theatre | Auditorium Building, room 773",
124494,336150,,,"Student Recital - Open",,"Student Recital","2026-05-03 14:30:00","2026-05-03 15:30:00","Gage Gallery | Auditorium Building, room 178",
124494,336152,,,"Student Recital - Open",,"Student Recital","2026-05-03 14:30:00","2026-05-03 15:30:00","Ganz Hall | 430 S. Michigan Ave, 7th floor, Chicago, IL 60605",
124494,335934,,,"Student Recital - Open",,"Student Recital","2026-05-03 17:00:00","2026-05-03 18:00:00","Ganz Hall | 430 S. Michigan Ave, 7th floor, Chicago, IL 60605",
124494,336206,,,"Student Recital - Open",,"Student Recital","2026-05-03 17:00:00","2026-05-03 18:00:00","Gage Gallery | Auditorium Building, room 178",
117614,314504,,,"Theatre Forum",,Event-CCPA,"2026-05-04 17:00:00","2026-05-04 18:00:00","Goodman Center",
124494,335936,,,"Student Recital - Open",,"Student Recital","2026-05-04 17:00:00","2026-05-04 18:00:00","Ganz Hall | 430 S. Michigan Ave, 7th floor, Chicago, IL 60605",
124494,335739,,,"Student Recital - Open",,"Student Recital","2026-05-04 19:30:00","2026-05-04 20:30:00","Ganz Hall | 430 S. Michigan Ave, 7th floor, Chicago, IL 60605",
